companyname=�Ｚ����                                
date|open|high|low|close|volume
20110706|893000|898000|887000|898000|224722
20110707|898000|898000|879000|880000|358557
20110708|880000|888000|873000|885000|241809
20110711|880000|880000|862000|865000|320019
20110712|860000|861000|846000|850000|248144
20110713|848000|855000|836000|843000|329357
20110714|835000|835000|823000|831000|407918
20110715|830000|840000|821000|832000|273509
20110718|828000|830000|811000|813000|364738
20110719|806000|827000|806000|822000|291167
20110720|840000|854000|839000|851000|421882
20110721|846000|851000|832000|842000|206937
20110722|850000|856000|842000|850000|244517
20110725|850000|850000|834000|847000|190025
20110726|843000|851000|840000|850000|225408
20110727|848000|848000|836000|845000|201993
20110728|828000|840000|826000|837000|272890
20110729|846000|852000|837000|844000|302016
20110801|855000|875000|855000|870000|389024
20110802|853000|859000|850000|852000|269816
20110803|840000|844000|824000|833000|408465
20110804|839000|839000|815000|821000|346496
20110805|792000|805000|789000|789000|609081
20110808|770000|789000|760000|760000|607518
20110809|750000|753000|696000|724000|990040
20110810|760000|760000|720000|720000|986557
20110811|688000|725000|688000|708000|794832
20110812|721000|722000|700000|707000|677828
20110816|735000|750000|726000|750000|601622
20110817|751000|760000|741000|752000|293405
20110818|748000|749000|703000|709000|708503
20110819|688000|697000|672000|680000|580713
20110822|684000|702000|683000|691000|418952
20110823|700000|735000|699000|723000|492913
20110824|724000|735000|700000|708000|370403
20110825|737000|738000|721000|725000|381135
20110826|717000|734000|717000|726000|212815
20110829|742000|742000|724000|733000|260440
20110830|741000|748000|736000|742000|252964
20110831|747000|747000|731000|744000|290229
20110901|759000|788000|744000|771000|717411
20110902|765000|781000|763000|769000|258682
20110905|755000|756000|730000|731000|277488
20110906|726000|736000|710000|727000|264505
20110907|733000|778000|733000|773000|351504
20110908|780000|802000|778000|798000|574914
20110909|785000|812000|777000|780000|361802
20110914|780000|781000|741000|753000|551101
20110915|784000|784000|765000|771000|426593
20110916|794000|811000|792000|798000|476632
20110919|800000|814000|788000|808000|246920
20110920|811000|818000|796000|811000|281014
20110921|819000|828000|801000|813000|341563
20110922|796000|800000|778000|790000|307008
20110923|764000|780000|751000|758000|437123
20110926|760000|787000|759000|775000|480907
20110927|805000|805000|791000|804000|331600
20110928|824000|825000|791000|807000|486551
20110929|804000|848000|804000|837000|553981
20110930|830000|840000|811000|840000|516023
20111004|805000|832000|796000|828000|658616
20111005|824000|850000|817000|842000|644036
20111006|874000|879000|842000|855000|600160
20111007|865000|881000|850000|860000|530423
20111010|878000|885000|872000|874000|345316
20111011|885000|885000|869000|881000|459031
20111012|872000|899000|870000|898000|432600
20111013|898000|899000|881000|890000|325563
20111014|871000|894000|871000|886000|217319
20111017|890000|895000|881000|890000|213700
20111018|875000|893000|871000|883000|277012
20111019|885000|886000|870000|886000|214254
20111020|886000|920000|883000|907000|569192
20111021|920000|925000|907000|917000|466429
20111024|913000|943000|911000|941000|376214
20111025|936000|951000|935000|945000|365737
20111026|933000|946000|927000|934000|250360
20111027|929000|939000|919000|924000|349475
20111028|928000|946000|927000|945000|537992
20111031|941000|970000|933000|968000|476217
20111101|968000|999000|962000|990000|620094
20111102|970000|978000|966000|971000|569636
20111103|962000|971000|958000|967000|328782
20111104|983000|1005000|982000|1005000|535139
20111107|996000|1000000|986000|993000|280586
20111108|986000|990000|965000|970000|341584
20111109|970000|988000|966000|985000|386372
20111110|967000|973000|935000|935000|624218
20111111|945000|984000|930000|983000|486576
20111114|988000|1002000|987000|996000|282989
20111115|986000|1000000|980000|996000|234838
20111116|995000|1003000|973000|975000|339267
20111117|982000|992000|961000|980000|259445
20111118|971000|977000|962000|963000|326670
20111121|951000|960000|942000|950000|256942
20111122|950000|971000|943000|963000|241829
20111123|948000|960000|935000|935000|307043
20111124|922000|953000|921000|943000|273680
20111125|929000|953000|929000|947000|233962
20111128|959000|982000|958000|978000|315940
20111129|990000|1005000|986000|1005000|552503
20111130|1000000|1010000|996000|1004000|394423
20111201|1035000|1080000|1029000|1074000|694628
20111202|1061000|1071000|1040000|1050000|439388
20111205|1069000|1073000|1058000|1066000|297501
20111206|1057000|1070000|1041000|1044000|292758
20111207|1050000|1068000|1041000|1056000|395486
20111208|1057000|1083000|1046000|1064000|521081
20111209|1049000|1074000|1037000|1053000|276388
20111212|1063000|1084000|1060000|1084000|243479
20111213|1074000|1075000|1050000|1050000|265044
20111214|1034000|1045000|1025000|1040000|421590
20111215|1029000|1036000|1015000|1015000|339605
20111216|1021000|1045000|1020000|1045000|245774
20111219|1045000|1045000|984000|1007000|410694
20111220|1008000|1029000|1007000|1012000|275516
20111221|1035000|1057000|1031000|1057000|408316
20111222|1045000|1053000|1041000|1052000|213171
20111223|1056000|1074000|1056000|1068000|246478
20111226|1067000|1075000|1066000|1066000|124469
20111227|1068000|1080000|1053000|1073000|226189
20111228|1073000|1073000|1060000|1061000|220925
20111229|1062000|1077000|1057000|1058000|218898
20120102|1070000|1080000|1065000|1080000|263300
20120103|1093000|1105000|1092000|1105000|339046
20120104|1105000|1110000|1075000|1080000|342389
20120105|1073000|1079000|1055000|1055000|346691
20120106|1056000|1066000|1030000|1040000|376753
20120109|1040000|1041000|1015000|1016000|387166
20120110|1021000|1036000|1021000|1026000|409381
20120111|1017000|1024000|1014000|1021000|382904
20120112|1016000|1029000|1011000|1028000|371462
20120113|1028000|1050000|1026000|1046000|293017
20120116|1040000|1040000|1020000|1030000|232948
20120117|1041000|1048000|1024000|1036000|342322
20120118|1051000|1052000|1022000|1030000|307608
20120119|1038000|1072000|1037000|1072000|448056
20120120|1090000|1105000|1076000|1105000|512607
20120125|1092000|1125000|1092000|1114000|455736
20120126|1116000|1121000|1094000|1113000|353212
20120127|1120000|1125000|1111000|1125000|255060
20120130|1129000|1130000|1109000|1115000|327408
20120131|1105000|1120000|1089000|1107000|434959
20120201|1107000|1107000|1078000|1079000|458731
20120202|1086000|1104000|1068000|1080000|448986
20120203|1071000|1084000|1056000|1066000|357253
20120206|1084000|1091000|1066000|1074000|317585
20120207|1077000|1096000|1073000|1093000|238611
20120208|1099000|1100000|1084000|1092000|236880
20120209|1087000|1090000|1060000|1084000|480585
20120210|1084000|1084000|1061000|1062000|372318
20120213|1069000|1089000|1067000|1083000|320760
20120214|1084000|1089000|1074000|1080000|246511
20120215|1098000|1138000|1092000|1135000|570588
20120216|1130000|1140000|1121000|1135000|308603
20120217|1159000|1180000|1156000|1176000|346676
20120220|1178000|1194000|1166000|1175000|296550
20120221|1175000|1198000|1165000|1180000|216328
20120222|1182000|1200000|1172000|1197000|235724
20120223|1173000|1179000|1151000|1160000|465609
20120224|1153000|1186000|1153000|1180000|284960
20120227|1174000|1180000|1159000|1171000|168265
20120228|1196000|1200000|1181000|1185000|333027
20120229|1191000|1209000|1191000|1206000|345618
20120302|1215000|1217000|1179000|1182000|360682
20120305|1190000|1191000|1166000|1174000|223655
20120306|1179000|1193000|1167000|1180000|211532
20120307|1175000|1183000|1165000|1172000|230554
20120308|1180000|1186000|1165000|1180000|406211
20120309|1191000|1231000|1188000|1230000|365212
20120312|1224000|1226000|1210000|1210000|236760
20120313|1200000|1229000|1200000|1221000|239728
20120314|1230000|1255000|1230000|1250000|367328
20120315|1251000|1260000|1242000|1250000|281014
20120316|1260000|1267000|1238000|1238000|361632
20120319|1235000|1268000|1234000|1260000|237833
20120320|1267000|1277000|1260000|1267000|238807
20120321|1260000|1260000|1242000|1242000|258654
20120322|1235000|1263000|1235000|1258000|253830
20120323|1243000|1274000|1243000|1261000|217307
20120326|1268000|1275000|1261000|1275000|184819
20120327|1285000|1311000|1276000|1311000|283880
20120328|1300000|1308000|1295000|1302000|198516
20120329|1299000|1299000|1280000|1280000|233777
20120330|1270000|1280000|1257000|1275000|305967
20120402|1275000|1299000|1261000|1299000|251937
20120403|1320000|1339000|1302000|1335000|330512
20120404|1331000|1351000|1315000|1320000|292224
20120405|1302000|1335000|1297000|1330000|258692
20120406|1327000|1334000|1313000|1332000|205972
20120409|1320000|1330000|1306000|1317000|172210
20120410|1314000|1320000|1307000|1311000|223655
20120412|1283000|1299000|1268000|1273000|505706
20120413|1265000|1277000|1260000|1268000|709175
20120416|1273000|1276000|1250000|1259000|305181
20120417|1251000|1264000|1241000|1249000|291687
20120418|1277000|1302000|1269000|1293000|345320
20120419|1292000|1307000|1289000|1307000|263389
20120420|1294000|1297000|1278000|1282000|198642
20120423|1269000|1280000|1262000|1279000|168229
20120424|1265000|1286000|1262000|1283000|265092
20120425|1304000|1315000|1293000|1305000|276830
20120426|1320000|1340000|1317000|1340000|330125
20120427|1355000|1383000|1351000|1374000|318334
20120430|1395000|1409000|1377000|1390000|315924
20120502|1410000|1418000|1399000|1410000|368585
20120503|1402000|1410000|1398000|1401000|206721
20120504|1375000|1398000|1349000|1360000|410013
20120507|1342000|1353000|1325000|1342000|378463
20120508|1348000|1352000|1339000|1341000|241223
20120509|1335000|1348000|1324000|1331000|253520
20120510|1329000|1336000|1322000|1327000|263434
20120511|1315000|1323000|1303000|1303000|273746
20120514|1305000|1327000|1304000|1314000|302375
20120515|1304000|1320000|1300000|1311000|312381
20120516|1298000|1300000|1228000|1230000|772389
20120517|1230000|1243000|1201000|1223000|663431
20120518|1204000|1205000|1165000|1166000|602891
20120521|1194000|1216000|1190000|1209000|475248
20120522|1255000|1255000|1227000|1240000|476938
20120523|1240000|1240000|1195000|1221000|323898
20120524|1213000|1225000|1198000|1225000|305365
20120525|1233000|1246000|1223000|1225000|203783
20120529|1212000|1238000|1206000|1238000|216876
20120530|1238000|1240000|1215000|1226000|254380
20120531|1213000|1213000|1192000|1211000|442818
20120601|1213000|1237000|1199000|1233000|272252
20120604|1198000|1205000|1192000|1196000|361840
20120605|1201000|1209000|1193000|1203000|257449
20120607|1239000|1265000|1233000|1265000|419412
20120608|1275000|1275000|1245000|1247000|199521
20120611|1272000|1275000|1266000|1268000|198491
20120612|1246000|1260000|1245000|1255000|176329
20120613|1266000|1274000|1256000|1271000|191611
20120614|1269000|1271000|1256000|1261000|441585
20120615|1250000|1260000|1214000|1217000|609612
20120618|1240000|1257000|1234000|1243000|352506
20120619|1245000|1247000|1222000|1244000|297169
20120620|1249000|1265000|1245000|1252000|265743
20120621|1234000|1242000|1226000|1227000|255553
20120622|1189000|1202000|1180000|1182000|626943
20120625|1171000|1178000|1128000|1132000|828723
20120626|1133000|1149000|1129000|1139000|506211
20120627|1140000|1177000|1130000|1167000|471673
20120628|1167000|1180000|1153000|1168000|208420
20120629|1167000|1201000|1153000|1201000|373478
20120702|1208000|1209000|1171000|1174000|383135
20120703|1182000|1193000|1170000|1175000|316380
20120704|1182000|1197000|1178000|1191000|383678
20120705|1187000|1194000|1177000|1185000|181784
20120706|1194000|1194000|1153000|1161000|423970
20120709|1135000|1138000|1126000|1126000|426705
20120710|1135000|1142000|1121000|1127000|355742
20120711|1129000|1133000|1108000|1118000|361358
20120712|1121000|1126000|1091000|1091000|500103
20120713|1096000|1144000|1091000|1139000|542252
20120716|1145000|1155000|1133000|1152000|305730
20120717|1148000|1178000|1136000|1168000|317913
20120718|1179000|1185000|1138000|1154000|292655
20120719|1180000|1202000|1172000|1195000|497504
20120720|1202000|1203000|1191000|1191000|240244
20120723|1165000|1170000|1155000|1162000|258087
20120724|1165000|1175000|1159000|1170000|292532
20120725|1153000|1172000|1139000|1158000|273353
20120726|1169000|1174000|1160000|1172000|273339
20120727|1195000|1233000|1191000|1233000|534352
20120730|1260000|1278000|1251000|1275000|382995
20120731|1280000|1334000|1275000|1309000|676303
20120801|1292000|1315000|1283000|1300000|381803
20120802|1300000|1304000|1261000|1263000|320335
20120803|1240000|1267000|1238000|1243000|312338
20120806|1285000|1305000|1282000|1298000|246024
20120807|1303000|1304000|1284000|1294000|205823
20120808|1306000|1328000|1301000|1320000|389471
20120809|1321000|1348000|1318000|1340000|612875
20120810|1335000|1348000|1330000|1348000|294895
20120813|1342000|1347000|1323000|1325000|197976
20120814|1326000|1350000|1326000|1345000|289928
20120816|1354000|1355000|1338000|1345000|296891
20120817|1344000|1345000|1286000|1295000|554025
20120820|1270000|1283000|1255000|1283000|399820
20120821|1292000|1302000|1282000|1282000|307047
20120822|1269000|1281000|1257000|1264000|321554
20120823|1261000|1287000|1249000|1287000|277600
20120824|1270000|1287000|1264000|1275000|282921
20120827|1189000|1203000|1173000|1180000|1277983
20120828|1186000|1209000|1180000|1195000|558503
20120829|1209000|1235000|1207000|1230000|469517
20120830|1228000|1229000|1202000|1215000|324636
20120831|1211000|1234000|1207000|1233000|407358
20120903|1220000|1235000|1201000|1218000|278537
20120904|1219000|1228000|1210000|1218000|198954
20120905|1205000|1212000|1189000|1189000|349101
20120906|1200000|1203000|1193000|1196000|247977
20120907|1230000|1251000|1220000|1250000|510922
20120910|1260000|1264000|1250000|1250000|318481
20120911|1240000|1265000|1232000|1256000|198608
20120912|1268000|1295000|1259000|1294000|370250
20120913|1299000|1305000|1281000|1301000|390332
20120914|1330000|1339000|1327000|1336000|498718
20120917|1336000|1336000|1312000|1315000|298200
20120918|1314000|1336000|1308000|1315000|224940
20120919|1306000|1323000|1298000|1314000|242946
20120920|1293000|1305000|1284000|1287000|284488
20120921|1300000|1307000|1295000|1302000|298374
20120924|1300000|1328000|1292000|1327000|264015
20120925|1310000|1334000|1310000|1327000|227443
20120926|1313000|1325000|1306000|1325000|241197
20120927|1327000|1342000|1323000|1338000|291061
20120928|1359000|1360000|1339000|1346000|358509
20121002|1354000|1371000|1352000|1369000|267729
20121004|1351000|1373000|1339000|1367000|383480
20121005|1387000|1390000|1352000|1370000|357080
20121008|1375000|1379000|1360000|1373000|240919
20121009|1363000|1381000|1363000|1372000|176068
20121010|1353000|1360000|1325000|1325000|260023
20121011|1310000|1320000|1287000|1304000|476265
20121012|1305000|1312000|1288000|1296000|300039
20121015|1296000|1312000|1287000|1300000|206958
20121016|1326000|1331000|1315000|1330000|213589
20121017|1342000|1346000|1316000|1336000|180461
20121018|1336000|1341000|1328000|1337000|210796
20121019|1323000|1325000|1299000|1302000|279959
20121022|1277000|1317000|1276000|1315000|234884
20121023|1319000|1322000|1302000|1313000|185296
20121024|1297000|1309000|1289000|1300000|269753
20121025|1296000|1322000|1291000|1322000|237942
20121026|1306000|1312000|1287000|1287000|276353
20121029|1298000|1299000|1279000|1299000|229431
20121030|1299000|1304000|1292000|1298000|133300
20121031|1306000|1312000|1299000|1310000|212428
20121101|1295000|1302000|1290000|1297000|209205
20121102|1319000|1333000|1313000|1327000|370592
20121105|1328000|1349000|1320000|1341000|261413
20121106|1349000|1349000|1332000|1349000|179690
20121107|1343000|1362000|1335000|1362000|193847
20121108|1348000|1357000|1341000|1350000|306862
20121109|1335000|1351000|1326000|1341000|291124
20121112|1331000|1347000|1331000|1345000|139213
20121113|1347000|1349000|1326000|1349000|146594
20121114|1357000|1357000|1346000|1355000|208828
20121115|1335000|1338000|1326000|1331000|199259
20121116|1322000|1326000|1301000|1307000|243724
20121119|1315000|1342000|1313000|1332000|202837
20121120|1353000|1365000|1346000|1364000|268586
20121121|1376000|1397000|1372000|1384000|355901
20121122|1394000|1419000|1391000|1417000|299318
20121123|1422000|1442000|1417000|1437000|246769
20121126|1442000|1443000|1399000|1404000|275155
